Date,ANZ,Date,AVH,Date,VGAD
3/14/2018 ,28.12,5/1/2018,1.1,3/13/2018 ,65.81
3/15/2018 ,27.83,5/2/2018,1.1,3/14/2018 ,65.26
3/16/2018 ,27.81,5/3/2018,1.08,3/15/2018 ,65.25
3/19/2018 ,27.79,5/4/2018,1.04,3/16/2018 ,65.25
3/20/2018 ,27.83,5/7/2018,1,3/19/2018 ,65.14
3/21/2018 ,28.08,5/8/2018,1.04,3/20/2018 ,64.62
3/22/2018 ,27.96,5/9/2018,1.02,3/21/2018 ,64.82
3/23/2018 ,27.48,5/10/2018,1.02,3/22/2018 ,64.52
3/26/2018 ,27.3,5/11/2018,1,3/23/2018 ,62.58
3/27/2018 ,27.19,5/14/2018 ,1.04,3/26/2018 ,62.32
3/28/2018 ,26.89,5/15/2018 ,1.08,3/27/2018 ,63.54
3/29/2018 ,26.65,5/16/2018 ,1.08,3/28/2018 ,62.43
4/3/2018,26.34,5/17/2018 ,1.08,3/29/2018 ,62.64
4/4/2018,26.33,5/21/2018 ,1.06,4/3/2018,62.25
4/5/2018,26.6,5/22/2018 ,1.06,4/4/2018,62.63
4/6/2018,26.64,5/23/2018 ,1.08,4/5/2018,63.72
4/9/2018,26.66,5/24/2018 ,1.06,4/6/2018,63.29
4/10/2018,26.98,5/25/2018 ,1.06,4/9/2018,63.3
4/11/2018,26.68,5/28/2018 ,1.02,4/10/2018,63.85
4/12/2018,26.61,5/29/2018 ,1.04,4/11/2018,63.7
4/13/2018 ,26.5,5/30/2018 ,1.04,4/12/2018,63.67
4/16/2018 ,26.51,5/31/2018 ,1.04,4/13/2018 ,64.03
4/17/2018 ,26.47,6/1/2018,1.04,4/16/2018 ,64.17
4/18/2018 ,26.43,6/6/2018,1.04,4/17/2018 ,64.52
4/19/2018 ,26.5,6/7/2018,1.04,4/18/2018 ,64.93
4/20/2018 ,26.51,6/8/2018,1.16,4/19/2018 ,65.06
4/23/2018 ,26.76,6/12/2018,1.12,4/20/2018 ,64.86
4/24/2018 ,26.94,6/13/2018 ,1.2,4/23/2018 ,64.77
4/26/2018 ,26.36,6/14/2018 ,1.16,4/24/2018 ,64.71
4/27/2018 ,26.42,6/15/2018 ,1.16,4/26/2018 ,64.24
4/30/2018 ,26.63,6/18/2018 ,1.14,4/27/2018 ,64.76
5/1/2018,27.25,6/19/2018 ,1.14,4/30/2018 ,65.03
5/2/2018,27.3,6/20/2018 ,1.14,5/1/2018,64.52
5/3/2018,27.49,6/21/2018 ,1.22,5/2/2018,64.6
5/4/2018,27.33,6/22/2018 ,1.2,5/3/2018,64.35
5/7/2018,27.4,6/25/2018 ,1.18,5/4/2018,64.35
5/8/2018,27.69,6/26/2018 ,1.16,5/7/2018,65.06
5/9/2018,27.73,6/27/2018 ,1.16,5/8/2018,65.1
5/10/2018,27.86,6/28/2018 ,1.2,5/9/2018,65.14
5/11/2018,27.93,6/29/2018 ,1.38,5/10/2018,65.81
5/14/2018 ,27.41,7/2/2018,1.42,5/11/2018,66.15
5/15/2018 ,27.52,7/3/2018,1.38,5/14/2018 ,66.48
5/16/2018 ,27.55,7/4/2018,1.44,5/15/2018 ,66.29
5/17/2018 ,27.77,7/5/2018,1.36,5/16/2018 ,66.1
5/18/2018 ,27.95,7/6/2018,1.4,5/17/2018 ,66.25
5/21/2018 ,28.09,7/9/2018,1.36,5/18/2018 ,66.43
5/22/2018 ,27.64,7/10/2018,1.28,5/21/2018 ,66.57
5/23/2018 ,27.63,7/11/2018,1.3,5/22/2018 ,66.62
5/24/2018 ,27.54,7/12/2018,1.3,5/23/2018 ,66.32
5/25/2018 ,27.65,7/13/2018 ,1.38,5/24/2018 ,66.15
5/28/2018 ,27.51,7/16/2018 ,1.48,5/25/2018 ,66.34
5/29/2018 ,27.5,7/17/2018 ,1.44,5/28/2018 ,66.24
5/30/2018 ,26.99,7/18/2018 ,1.5,5/29/2018 ,65.83
5/31/2018 ,26.99,7/19/2018 ,1.5,5/30/2018 ,65.18
6/1/2018,26.59,7/20/2018 ,1.42,5/31/2018 ,65.8
6/4/2018,26.54,7/23/2018 ,1.48,6/1/2018,65.57
6/5/2018,26.45,7/24/2018 ,1.58,6/4/2018,66.21
6/6/2018,26.31,7/25/2018 ,1.62,6/5/2018,66.42
6/7/2018,26.52,7/26/2018 ,1.6,6/6/2018,66.56
6/8/2018,26.45,7/27/2018 ,1.6,6/7/2018,66.95
6/12/2018,26.35,7/30/2018 ,1.62,6/8/2018,66.57
6/13/2018 ,26.13,7/31/2018 ,1.62,6/12/2018,67.06
6/14/2018 ,25.99,8/1/2018,1.64,6/13/2018 ,67.19
6/15/2018 ,26.47,8/2/2018,1.62,6/14/2018 ,66.85
6/18/2018 ,26.84,8/3/2018,1.6,6/15/2018 ,67.28
6/19/2018 ,26.77,8/6/2018,1.62,6/18/2018 ,66.79
6/20/2018 ,27.5,8/7/2018,1.66,6/19/2018 ,66.16
6/21/2018 ,27.63,8/8/2018,1.72,6/20/2018 ,66.62
6/22/2018 ,28.42,8/9/2018,1.78,6/21/2018 ,66.87
6/25/2018 ,28.13,8/10/2018,1.76,6/22/2018 ,66.28
6/26/2018 ,28.22,8/13/2018 ,1.72,6/25/2018 ,66
6/27/2018 ,28.25,8/14/2018 ,1.74,6/26/2018 ,65.51
6/28/2018 ,28.43,8/15/2018 ,1.7,6/27/2018 ,65.55
6/29/2018 ,28.02,8/16/2018 ,1.72,6/28/2018 ,65.42
7/2/2018,27.61,8/17/2018 ,1.74,6/29/2018 ,65.73
7/3/2018,27.86,8/20/2018 ,1.76,7/2/2018,64.57
7/4/2018,27.88,8/21/2018 ,1.72,7/3/2018,64.9
7/5/2018,28.21,8/22/2018 ,1.78,7/4/2018,64.8
7/6/2018,28.76,8/23/2018 ,1.86,7/5/2018,64.76
7/9/2018,28.87,8/24/2018 ,1.98,7/6/2018,65.35
7/10/2018,28.57,8/27/2018 ,1.96,7/9/2018,65.9
7/11/2018,28.34,8/28/2018 ,2,7/10/2018,66.28
7/12/2018,28.97,8/29/2018 ,2,7/11/2018,65.95
7/13/2018 ,28.78,8/30/2018 ,1.94,7/12/2018,66.02
7/16/2018 ,28.71,8/31/2018 ,1.94,7/13/2018 ,66.59
7/17/2018 ,28.7,9/3/2018,1.86,7/16/2018 ,66.52
7/18/2018 ,28.79,9/4/2018,2,7/17/2018 ,66.34
7/19/2018 ,28.98,9/5/2018,2,7/18/2018 ,66.73
7/20/2018 ,29.13,9/6/2018,2.1,7/19/2018 ,66.8
7/23/2018 ,28.89,9/7/2018,2,7/20/2018 ,66.68
7/24/2018 ,28.99,9/10/2018,2,7/23/2018 ,66.5
7/25/2018 ,28.89,9/11/2018,1.94,7/24/2018 ,66.85
7/26/2018 ,28.78,9/12/2018,1.86,7/25/2018 ,66.86
7/27/2018 ,29.25,9/13/2018 ,1.9,7/26/2018 ,67.23
7/30/2018 ,29.09,9/14/2018 ,1.92,7/27/2018 ,67.62
7/31/2018 ,29.07,9/17/2018 ,1.88,7/30/2018 ,66.9
8/1/2018,28.84,9/18/2018 ,1.8,7/31/2018 ,66.84
8/2/2018,28.68,9/19/2018 ,1.78,8/1/2018,67.2
8/3/2018,28.41,9/20/2018 ,1.8,8/2/2018,66.72
8/6/2018,28.69,9/21/2018 ,1.96,8/3/2018,67
8/7/2018,28.86,9/24/2018 ,2,8/6/2018,67.34
8/8/2018,28.59,9/25/2018 ,2.7,8/7/2018,67.5
8/9/2018,28.94,9/26/2018 ,2.2,8/8/2018,67.65
8/10/2018,29.08,9/27/2018 ,2.2,8/9/2018,67.65
8/13/2018 ,28.94,9/28/2018 ,2.1,8/10/2018,67.27
8/14/2018 ,29.41,10/1/2018,2.4,8/13/2018 ,66.7
8/15/2018 ,29.91,10/2/2018,2.3,8/14/2018 ,67.04
8/16/2018 ,29.82,10/3/2018,2.3,8/15/2018 ,66.84
8/17/2018 ,30.04,10/4/2018,2.5,8/16/2018 ,66.71
8/20/2018 ,29.81,10/5/2018,2.6,8/17/2018 ,66.99
8/21/2018 ,29.28,10/8/2018,2.6,8/20/2018 ,66.95
8/22/2018 ,28.99,10/9/2018,2.4,8/21/2018 ,67.09
8/23/2018 ,28.49,10/10/2018,2.3,8/22/2018 ,67.1
8/24/2018 ,28.27,10/11/2018,2,8/23/2018 ,67.38
8/27/2018 ,28.29,10/12/2018,2.3,8/24/2018 ,67.38
8/28/2018 ,28.55,10/15/2018 ,2.1,8/27/2018 ,67.78
8/29/2018 ,29.2,10/16/2018 ,2.2,8/28/2018 ,68.2
8/30/2018 ,29.16,10/17/2018 ,2.1,8/29/2018 ,68.3
8/31/2018 ,29.27,10/18/2018 ,2.1,8/30/2018 ,68.41
9/3/2018,28.98,10/19/2018 ,1.98,8/31/2018 ,68.11
9/4/2018,28.57,10/22/2018 ,2.1,9/3/2018,67.88
9/5/2018,28.36,10/23/2018 ,1.92,9/4/2018,68.09
9/6/2018,28.3,10/24/2018 ,1.86,9/5/2018,67.66
9/7/2018,28.18,10/25/2018 ,1.9,9/6/2018,67.34
9/10/2018,28.04,10/26/2018 ,1.94,9/7/2018,66.97
9/11/2018,28.35,10/29/2018 ,1.88,9/10/2018,67.01
9/12/2018,28.15,10/30/2018 ,1.86,9/11/2018,67.3
9/13/2018 ,27.84,10/31/2018 ,1.86,9/12/2018,67.32
9/14/2018 ,27.93,11/1/2018,1.82,9/13/2018 ,67.37
9/17/2018 ,28.18,11/2/2018,1.78,9/14/2018 ,67.99
9/18/2018 ,28.17,11/5/2018,1.7,9/17/2018 ,67.75
9/19/2018 ,28.43,11/6/2018,1.72,9/18/2018 ,67.61
9/20/2018 ,28.2,11/7/2018,1.76,9/19/2018 ,68.1
9/21/2018 ,28.23,11/8/2018,1.72,9/20/2018 ,68.14
9/24/2018 ,28.35,11/9/2018,1.64,9/21/2018 ,68.77
9/25/2018 ,28,11/12/2018,1.52,9/24/2018 ,68.58
9/26/2018 ,27.74,11/13/2018 ,1.46,9/25/2018 ,68.6
9/27/2018 ,27.57,11/14/2018 ,1.52,9/26/2018 ,68.8
9/28/2018 ,27.96,11/15/2018 ,1.62,9/27/2018 ,68.35
10/1/2018,27.51,11/16/2018 ,1.94,9/28/2018 ,68.69
10/2/2018,27.27,11/19/2018 ,1.8,10/1/2018,68.8
10/3/2018,27.22,11/20/2018 ,1.66,10/2/2018,68.85
10/4/2018,27.39,11/21/2018 ,1.58,10/3/2018,68.83
10/5/2018,27.5,11/22/2018 ,1.6,10/4/2018,68.5
10/8/2018,26.78,11/23/2018 ,1.62,10/5/2018,68.27
10/9/2018,26.62,11/26/2018 ,1.64,10/8/2018,67.74
10/10/2018,26.67,11/27/2018 ,1.52,10/9/2018,67.45
10/11/2018,25.8,11/28/2018 ,1.7,10/10/2018,67.35
10/12/2018,25.7,11/29/2018 ,1.64,10/11/2018,65.17
10/15/2018 ,25.23,12/4/2018,1.62,10/12/2018,64.87
10/16/2018 ,25.35,12/5/2018,1.64,10/15/2018 ,64.69
10/17/2018 ,25.61,12/6/2018,1.56,10/16/2018 ,64.59
10/18/2018 ,25.68,12/7/2018,1.56,10/17/2018 ,65.85
10/19/2018 ,25.83,12/10/2018,1.56,10/18/2018 ,65.74
10/22/2018 ,25.59,12/11/2018,1.54,10/19/2018 ,65.05
10/23/2018 ,25.09,12/12/2018,1.64,10/22/2018 ,64.91
10/24/2018 ,25.25,12/13/2018 ,1.6,10/23/2018 ,64.25
10/25/2018 ,24.6,12/14/2018 ,1.6,10/24/2018 ,64.34
10/26/2018 ,24.71,12/17/2018 ,1.58,10/25/2018 ,62.53
10/29/2018 ,25,12/18/2018 ,1.6,10/26/2018 ,62.4
10/30/2018 ,25.46,12/19/2018 ,1.54,10/29/2018 ,62.61
10/31/2018 ,25.72,12/20/2018 ,1.56,10/30/2018 ,62.71
11/1/2018,25.65,12/21/2018 ,1.56,10/31/2018 ,63.37
11/2/2018,25.33,12/24/2018 14:10:00,1.56,11/1/2018,63.99
11/5/2018,25.62,12/27/2018 ,1.56,11/2/2018,64.91
11/6/2018,25.94,12/28/2018 ,1.54,11/5/2018,64.1
11/7/2018,26.24,12/31/2018 14:10:00,1.62,11/6/2018,64.62
11/8/2018,26.84,1/2/2019,1.58,11/7/2018,65.07
11/9/2018,26.92,1/3/2019,1.64,11/8/2018,65.86
11/12/2018,26.12,1/4/2019,1.6,11/9/2018,65.6
11/13/2018 ,25.8,1/7/2019,1.68,11/12/2018,65.4
11/14/2018 ,25.2,1/8/2019,1.76,11/13/2018 ,64.37
11/15/2018 ,25.19,1/9/2019,2.2,11/14/2018 ,64.19
11/16/2018 ,25.16,1/10/2019,2.2,11/15/2018 ,63.65
11/19/2018 ,24.96,1/11/2019,2.2,11/16/2018 ,64.17
11/20/2018 ,25.1,1/14/2019 ,2.3,11/19/2018 ,64.25
11/21/2018 ,25.22,1/15/2019 ,2.2,11/20/2018 ,63.2
11/22/2018 ,25.55,1/16/2019 ,2.3,11/21/2018 ,62.69
11/23/2018 ,26.13,1/17/2019 ,2.3,11/22/2018 ,62.91
11/26/2018 ,26.2,1/18/2019 ,2.5,11/23/2018 ,62.6
11/27/2018 ,26.75,1/21/2019 ,2.4,11/26/2018 ,62.78
11/28/2018 ,26.75,1/22/2019 ,2.4,11/27/2018 ,63.26
11/29/2018 ,26.94,1/23/2019 ,2.4,11/28/2018 ,63.54
11/30/2018 ,26.59,1/24/2019 ,2.4,11/29/2018 ,64.47
12/3/2018,26.51,1/25/2019 ,2.3,11/30/2018 ,64.41
12/4/2018,26.15,1/29/2019 ,2.3,12/3/2018,65.62
12/5/2018,25.96,1/30/2019 ,2.3,12/4/2018,65
12/6/2018,25.47,1/31/2019 ,2.7,12/5/2018,63.86
12/7/2018,25.51,2/1/2019,2.6,12/6/2018,62.76
12/10/2018,24.45,2/4/2019,2.5,12/7/2018,63
12/11/2018,24.57,2/5/2019,2.7,12/10/2018,61.51
12/12/2018,25,2/6/2019,2.7,12/11/2018,61.84
12/13/2018 ,25.29,2/7/2019,2.6,12/12/2018,62.44
12/14/2018 ,24.6,2/8/2019,2.6,12/13/2018 ,62.87
12/17/2018 ,24.22,2/11/2019,2.7,12/14/2018 ,61.97
12/18/2018 ,23.5,2/12/2019,2.7,12/17/2018 ,61.87
12/19/2018 ,23.75,2/13/2019 ,2.9,12/18/2018 ,60.4
12/20/2018 ,23.36,2/14/2019 ,2.9,12/19/2018 ,60.31
12/21/2018 ,23.12,2/15/2019 ,2.9,12/20/2018 ,59.03
12/24/2018 14:10:00,23.18,2/18/2019 ,2.7,12/21/2018 ,58.67
12/27/2018 ,23.51,2/19/2019 ,2.8,12/24/2018 14:10:00,57.67
12/28/2018 ,24.15,2/20/2019 ,2.9,12/27/2018 ,58.73
12/31/2018 14:10:00,24.27,2/21/2019 ,2.6,12/28/2018 ,59.08
1/2/2019,23.67,2/22/2019 ,2.5,12/31/2018 14:10:00,59.17
1/3/2019,24.15,2/25/2019 ,2.7,1/2/2019,58.6
1/4/2019,24.06,2/26/2019 ,2.8,1/3/2019,58.49
1/7/2019,24.4,2/27/2019 ,2.8,1/4/2019,58.42
1/8/2019,24.66,2/28/2019 ,2.7,1/7/2019,60
1/9/2019,24.99,3/1/2019,2.8,1/8/2019,60.5
1/10/2019,25.13,3/4/2019,2.7,1/9/2019,61.18
1/11/2019,25.04,3/5/2019,2.8,1/10/2019,60.88
1/14/2019 ,25.17,3/6/2019,2.8,1/11/2019,61.23
1/15/2019 ,25.34,3/7/2019,2.8,1/14/2019 ,60.91
1/16/2019 ,25.55,3/8/2019,2.8,1/15/2019 ,61.44
1/17/2019 ,25.73,3/11/2019,2.8,1/16/2019 ,61.63
1/18/2019 ,25.86,3/12/2019,3,1/17/2019 ,61.57
1/21/2019 ,25.98,3/13/2019 ,3.2,1/18/2019 ,62.2
1/22/2019 ,25.61,3/14/2019 ,3.25,1/21/2019 ,62.88
1/23/2019 ,25.51,3/15/2019 ,3.8,1/22/2019 ,62.68
1/24/2019 ,25.71,3/18/2019 ,3.75,1/23/2019 ,62.16
1/25/2019 ,25.98,3/19/2019 ,3.9,1/24/2019 ,62.28
1/29/2019 ,25.38,3/20/2019 ,3.9,1/25/2019 ,62.66
1/30/2019 ,25.28,3/21/2019 ,4.5,1/29/2019 ,62.26
1/31/2019 ,24.83,3/22/2019 ,5.3,1/30/2019 ,62.55
2/1/2019,24.73,3/25/2019 ,5.3,1/31/2019 ,63.3
2/4/2019,25.02,3/26/2019 ,5.3,2/1/2019,63.51
2/5/2019,26.65,3/27/2019 ,5.5,2/4/2019,63.78
2/6/2019,26.2,3/28/2019 ,5.6,2/5/2019,63.98
2/7/2019,26.65,3/29/2019 ,5.7,2/6/2019,64.3
2/8/2019,26.68,4/1/2019,6,2/7/2019,64.24
2/11/2019,26.33,4/2/2019,6,2/8/2019,63.42
2/12/2019,26.25,4/3/2019,6.1,2/11/2019,63.48
2/13/2019 ,26.42,4/4/2019,6.4,2/12/2019,64.07
2/14/2019 ,26.33,4/5/2019,6.5,2/13/2019 ,64.68
2/15/2019 ,26.6,4/8/2019,8.4,2/14/2019 ,64.65
2/18/2019 ,26.53,4/9/2019,9.4,2/15/2019 ,64.32
2/19/2019 ,27.13,4/10/2019,6.6,2/18/2019 ,65.32
2/20/2019 ,27.05,4/11/2019,7.9,2/19/2019 ,65.32
2/21/2019 ,27.55,4/12/2019,7.2,2/20/2019 ,65.32
2/22/2019 ,27.73,4/15/2019 ,6.8,2/21/2019 ,65.8
2/25/2019 ,27.8,4/16/2019 ,7.3,2/22/2019 ,65.32
2/26/2019 ,27.47,4/17/2019 ,7,2/25/2019 ,65.82
2/27/2019 ,27.62,4/18/2019 ,7.1,2/26/2019 ,65.57
2/28/2019 ,27.78,4/23/2019 ,7.8,2/27/2019 ,65.77
3/1/2019,27.81,4/24/2019 ,7.6,2/28/2019 ,65.78
3/4/2019,27.64,4/26/2019 ,7.7,3/1/2019,65.9
3/5/2019,27.5,4/29/2019 ,7.6,3/4/2019,66.44
3/6/2019,27.56,4/30/2019 ,7.7,3/5/2019,65.9
3/7/2019,27.53,5/1/2019,6.7,3/6/2019,65.81
3/8/2019,26.91,5/2/2019,7,3/7/2019,65.43
3/11/2019,26.88,5/3/2019,7.1,3/8/2019,65
3/12/2019,26.7,5/6/2019,7.6,3/11/2019,65.05
3/13/2019 ,26.55,5/7/2019,7.6,3/12/2019,65.96
3/14/2019 ,26.28,5/8/2019,8.3,3/13/2019 ,65.65
3/15/2019 ,26.14,5/9/2019,7.9,3/14/2019 ,66.21
3/18/2019 ,26.25,5/10/2019,7.9,3/15/2019 ,66.44
3/19/2019 ,26.09,5/13/2019 ,8,3/18/2019 ,66.7
3/20/2019 ,26.14,5/14/2019 ,8.1,3/19/2019 ,66.98
3/21/2019 ,26.24,5/15/2019 ,8.8,3/20/2019 ,66.84
3/22/2019 ,26.31,5/16/2019 ,9.8,3/21/2019 ,66.72
3/25/2019 ,25.71,5/17/2019 ,9.8,3/22/2019 ,67.2
3/26/2019 ,25.64,5/20/2019 ,9.4,3/25/2019 ,65.79
3/27/2019 ,25.73,5/21/2019 ,9.6,3/26/2019 ,66.3
3/28/2019 ,25.81,5/22/2019 ,9.4,3/27/2019 ,66.52
3/29/2019 ,25.82,5/23/2019 ,9.5,3/28/2019 ,66.03
4/1/2019,26.06,5/24/2019 ,9.4,3/29/2019 ,66.54
4/2/2019,26.26,5/27/2019 ,9.1,4/1/2019,67.28
4/3/2019,26.23,5/28/2019 ,9.1,4/2/2019,67.53
4/4/2019,26.05,5/29/2019 ,9.2,4/3/2019,67.9
4/5/2019,25.74,5/30/2019 ,9,4/4/2019,67.9
4/8/2019,25.6,5/31/2019 ,8.6,4/5/2019,68.09
4/9/2019,25.45,6/3/2019,8,4/8/2019,68.06
4/10/2019,25.48,6/4/2019,7.5,4/9/2019,68.14
4/11/2019,25.31,6/5/2019,7.4,4/10/2019,67.96
4/12/2019,25.81,6/6/2019,7.3,4/11/2019,68.14
4/15/2019 ,26.04,6/7/2019,6.8,4/12/2019,68.24
4/16/2019 ,26.2,6/11/2019,7.2,4/15/2019 ,68.55
4/17/2019 ,26.51,6/12/2019,7.2,4/16/2019 ,68.68
4/18/2019 ,26.57,6/13/2019 ,7.1,4/17/2019 ,68.72
4/23/2019 ,26.87,6/14/2019 ,7.2,4/18/2019 ,68.25
4/24/2019 ,27.13,6/17/2019 ,7.2,4/23/2019 ,68.72
4/26/2019 ,27.18,6/18/2019 ,7.5,4/24/2019 ,69.15
4/29/2019 ,27.11,6/19/2019 ,7.7,4/26/2019 ,68.93
4/30/2019 ,26.98,6/20/2019 ,7.8,4/29/2019 ,69.35
5/1/2019,27.73,6/21/2019 ,7.9,4/30/2019 ,69.25
5/2/2019,27.05,6/24/2019 ,7.7,5/1/2019,69.67
5/3/2019,27.19,6/25/2019 ,8.4,5/2/2019,68.98
5/6/2019,27.33,6/26/2019 ,8.5,5/3/2019,68.97
5/7/2019,27.28,6/27/2019 ,8.1,5/6/2019,68.19
5/8/2019,27.37,6/28/2019 ,8.4,5/7/2019,68.58
5/9/2019,27.43,7/1/2019,8.8,5/8/2019,68.01
5/10/2019,27.28,7/2/2019,8.6,5/9/2019,67.65
5/13/2019 ,26.22,7/3/2019,8.4,5/10/2019,67.44
5/14/2019 ,25.89,7/4/2019,8.5,5/13/2019 ,67.21
5/15/2019 ,26.08,7/5/2019,8.6,5/14/2019 ,66.45
5/16/2019 ,26.45,7/8/2019,8.5,5/15/2019 ,67.04
5/17/2019 ,25.65,7/9/2019,8.9,5/16/2019 ,66.96
5/20/2019 ,27.64,7/10/2019,8.7,5/17/2019 ,67.68
5/21/2019 ,28.21,7/11/2019,8.6,5/20/2019 ,67.75
5/22/2019 ,28.16,7/12/2019,8.5,5/21/2019 ,67.35
5/23/2019 ,27.72,7/15/2019 ,8.3,5/22/2019 ,67.5
5/24/2019 ,27.62,7/16/2019 ,8.4,5/23/2019 ,67.09
5/27/2019 ,27.6,7/17/2019 ,8.5,5/24/2019 ,66.75
5/28/2019 ,27.78,7/18/2019 ,8.3,5/27/2019 ,66.92
5/29/2019 ,27.82,7/19/2019 ,8.7,5/28/2019 ,67.15
5/30/2019 ,27.79,7/22/2019 ,8.4,5/29/2019 ,66.22
5/31/2019 ,27.66,7/23/2019 ,8.3,5/30/2019 ,65.94
6/3/2019,27.32,7/24/2019 ,8,5/31/2019 ,65.47
6/4/2019,27.54,7/25/2019 ,8,6/3/2019,64.9
6/5/2019,27.79,7/26/2019 ,7.5,6/4/2019,65.16
6/6/2019,27.94,7/29/2019 ,7.9,6/5/2019,66.37
6/7/2019,28.15,7/30/2019 ,8.5,6/6/2019,66.6
6/11/2019,28.42,7/31/2019 ,8.7,6/7/2019,67.07
6/12/2019,28.04,8/1/2019,8.2,6/11/2019,68.12
6/13/2019 ,28.21,8/2/2019,8,6/12/2019,67.95
6/14/2019 ,28,8/5/2019,7.4,6/13/2019 ,67.76
6/17/2019 ,28.06,8/6/2019,7.4,6/14/2019 ,68.08
6/18/2019 ,28.06,8/7/2019,7.7,6/17/2019 ,68.14
6/19/2019 ,28.44,8/8/2019,8.1,6/18/2019 ,67.92
6/20/2019 ,28.65,8/9/2019,8,6/19/2019 ,68.89
6/21/2019 ,28.31,8/12/2019,8,6/20/2019 ,69.2
6/24/2019 ,28.45,8/13/2019 ,7.8,6/21/2019 ,69.08
6/25/2019 ,28.22,8/14/2019 ,8,6/24/2019 ,69.31
6/26/2019 ,27.93,8/15/2019 ,8,6/25/2019 ,68.98
6/27/2019 ,28.16,8/16/2019 ,8.4,6/26/2019 ,68.54
6/28/2019 ,27.99,8/19/2019 ,8.5,6/27/2019 ,68.66
7/1/2019,28.06,8/20/2019 ,8.7,6/28/2019 ,68.82
7/2/2019,27.65,8/21/2019 ,8.6,7/1/2019,69.91
7/3/2019,27.57,8/22/2019 ,8.6,7/2/2019,69.81
7/4/2019,27.94,8/23/2019 ,9.3,7/3/2019,69.9
7/5/2019,27.93,8/26/2019 ,9.2,7/4/2019,70.4
7/8/2019,27.66,8/27/2019 ,9.5,7/5/2019,70.51
7/9/2019,27.47,8/28/2019 ,9.4,7/8/2019,69.93
7/10/2019,27.31,8/29/2019 ,9.7,7/9/2019,69.74
7/11/2019,27.1,8/30/2019 ,9.1,7/10/2019,69.91
7/12/2019,27.05,9/2/2019,8.9,7/11/2019,70.36
7/15/2019 ,26.79,9/3/2019,9.2,7/12/2019,70.35
7/16/2019 ,26.78,9/4/2019,10.3,7/15/2019 ,70.38
7/17/2019 ,26.97,9/5/2019,10.9,7/16/2019 ,70.47
7/18/2019 ,26.91,9/6/2019,10.1,7/17/2019 ,70.32
7/19/2019 ,27.16,9/9/2019,10.2,7/18/2019 ,69.6
7/22/2019 ,27.15,9/10/2019,10.2,7/19/2019 ,70.32
7/23/2019 ,27.21,9/11/2019,10.2,7/22/2019 ,69.81
7/24/2019 ,27.43,9/12/2019,10.5,7/23/2019 ,70.06
7/25/2019 ,27.74,9/13/2019 ,10.4,7/24/2019 ,70.43
7/26/2019 ,27.56,9/16/2019 ,10.3,7/25/2019 ,70.81
7/29/2019 ,27.63,9/17/2019 ,10.4,7/26/2019 ,70.52
7/30/2019 ,27.78,9/18/2019 ,11.8,7/29/2019 ,70.58
7/31/2019 ,27.69,9/19/2019 ,12.3,7/30/2019 ,70.86
8/1/2019,27.79,9/20/2019 ,12.1,7/31/2019 ,70.51
8/2/2019,27.57,9/23/2019 ,11.9,8/1/2019,69.83
8/5/2019,27.09,9/24/2019 ,12,8/2/2019,69.08
8/6/2019,26.51,9/25/2019 ,12,8/5/2019,68.05
8/7/2019,26.72,9/26/2019 ,11.6,8/6/2019,66.5
8/8/2019,26.6,9/27/2019 ,11.1,8/7/2019,66.98
8/9/2019,26.79,9/30/2019 ,11.8,8/8/2019,67.62
8/12/2019,26.95,10/1/2019,11.7,8/9/2019,68.34
8/13/2019 ,26.8,10/2/2019,11.2,8/12/2019,68.25
8/14/2019 ,26.82,10/3/2019,11.1,8/13/2019 ,67.41
8/15/2019 ,26.02,10/4/2019,10.7,8/14/2019 ,68.29
8/16/2019 ,26.18,10/7/2019,11.1,8/15/2019 ,66.72
8/19/2019 ,26.51,10/8/2019,11.1,8/16/2019 ,67.03
8/20/2019 ,26.47,10/9/2019,11,8/19/2019 ,67.88
8/21/2019 ,26.16,10/10/2019,11.5,8/20/2019 ,68.46
8/22/2019 ,26.37,10/11/2019,11.5,8/21/2019 ,67.79
8/23/2019 ,26.43,10/14/2019 ,11.4,8/22/2019 ,68.26
8/26/2019 ,26.06,10/15/2019 ,11.3,8/23/2019 ,68.38
8/27/2019 ,26.17,10/16/2019 ,11.8,8/26/2019 ,66.29
8/28/2019 ,26.03,10/17/2019 ,13.4,8/27/2019 ,67.36
8/29/2019 ,26.11,10/18/2019 ,13,8/28/2019 ,67.31
8/30/2019 ,26.53,10/21/2019 ,13.3,8/29/2019 ,67.3
9/2/2019,26.5,10/22/2019 ,14.1,8/30/2019 ,68.44
9/3/2019,26.47,10/23/2019 ,14.2,9/2/2019,68.3
9/4/2019,26.37,10/24/2019 ,14.2,9/3/2019,68.13
9/5/2019,26.67,10/25/2019 ,13.5,9/4/2019,68.53
9/6/2019,26.86,10/28/2019 ,13.1,9/5/2019,69.46
9/9/2019,26.98,10/29/2019 ,12.6,9/6/2019,69.53
9/10/2019,27.01,10/30/2019 ,12.3,9/9/2019,69.76
9/11/2019,27.24,10/31/2019 ,11.9,9/10/2019,69.53
9/12/2019,27.37,11/1/2019,12.9,9/11/2019,69.86
9/13/2019 ,27.63,11/4/2019,13.3,9/12/2019,70.49
9/16/2019 ,27.38,11/5/2019,13.6,9/13/2019 ,70.73
9/17/2019 ,27.53,11/6/2019,13.5,9/16/2019 ,70.07
